Date,Sales
2025-09-08,184.10871870695235
2025-09-09,240.65693961392847
2025-09-10,264.92633416679803
2025-09-11,232.76173284003568
2025-09-12,168.86326800749274
2025-09-13,168.5710691239691
2025-09-14,201.04322825826392
2025-09-15,195.2915514223117
2025-09-16,236.43091721491564
2025-09-17,247.59811739766397
2025-09-18,206.25541224271262
2025-09-19,193.6455525404913
2025-09-20,130.10018550054218
2025-09-21,169.55836178506564
2025-09-22,205.00268652031139
2025-09-23,213.94149344786484
2025-09-24,263.34939153981384
2025-09-25,201.59186403158978
2025-09-26,190.82238096557896
2025-09-27,183.56491964548502
2025-09-28,209.4278911256871
2025-09-29,190.1378919081326
2025-09-30,252.99031284427738
2025-10-01,241.9013332807485
2025-10-02,211.20597031989539
2025-10-03,207.23921576459816
2025-10-04,187.4743218044111
2025-10-05,181.69015401692883
2025-10-06,215.60747083528983
2025-10-07,232.64776799364196
2025-10-08,246.33521292883879
2025-10-09,238.74517558804573
2025-10-10,226.98253127744474
2025-10-11,168.80580927302168
2025-10-12,225.5735231787701
2025-10-13,188.16373795221742
2025-10-14,239.03531090565
2025-10-15,256.34182623195414
2025-10-16,235.9127088708709
2025-10-17,196.73640162257095
2025-10-18,187.13582338468066
2025-10-19,189.06762392365903
2025-10-20,211.48919897550712
2025-10-21,256.9407341711145
2025-10-22,255.75691580877654
2025-10-23,224.18880231055098
2025-10-24,222.45550793599398
2025-10-25,197.75176533780433
2025-10-26,211.54018511074128
2025-10-27,232.6587183431399
2025-10-28,234.64639293658342
2025-10-29,244.8835833009617
2025-10-30,248.6764657009251
2025-10-31,221.00167917061262
2025-11-01,195.71336399980834
2025-11-02,203.99177946240403
2025-11-03,245.26387453572744
2025-11-04,241.09236265249248
2025-11-05,264.37737500608216
2025-11-06,237.31878722218318
2025-11-07,211.46552252531768
2025-11-08,215.3931560736938
2025-11-09,217.4977293322081
2025-11-10,241.18616102352604
2025-11-11,272.4327309769602
2025-11-12,259.3705872976384
2025-11-13,253.4655869627314
2025-11-14,212.96135460943955
2025-11-15,206.65861396582795
2025-11-16,206.04895366648776
2025-11-17,233.32307134302263
2025-11-18,264.66251963581436
2025-11-19,249.66683480926028
2025-11-20,277.50671691320423
2025-11-21,205.40971062046123
2025-11-22,186.46790487130073
2025-11-23,228.25737796911943
2025-11-24,246.62768766219128
2025-11-25,267.98157689465836
2025-11-26,274.249943081342
2025-11-27,248.821821569834
2025-11-28,209.92577115528468
2025-11-29,208.702417820638
2025-11-30,203.61290457855213
2025-12-01,252.26415863862889
2025-12-02,259.2985343009594
2025-12-03,255.3269178751055
2025-12-04,247.0693509223582
2025-12-05,232.4631739263219
2025-12-06,201.99409654028787
2025-12-07,204.32163970235274
2025-12-08,244.1772861943567
2025-12-09,268.06350897473766
2025-12-10,262.9898435810416
2025-12-11,247.70917934749366
2025-12-12,232.63456655716746
2025-12-13,191.613315094503
2025-12-14,198.42760440481626
2025-12-15,232.62993008780685
2025-12-16,264.0719185170445
2025-12-17,278.142220080194
2025-12-18,279.78971257062716
2025-12-19,244.90332722944862
2025-12-20,213.82011765212687
2025-12-21,222.13893328653964
2025-12-22,231.25326832164166
2025-12-23,269.88054413745175
2025-12-24,272.03334239703725
2025-12-25,265.3847631060706
2025-12-26,222.51458411274885
2025-12-27,226.89400869981122
2025-12-28,248.29987548473403
2025-12-29,247.54442194897132
2025-12-30,279.0685323934371
2025-12-31,289.5999972411214
